source, target, gene_source,gene_target,taxon,score,neighborhood, fusion, phylogen_profile, co_expression,expt, db_score, text_mining,source_essential,target_essential,edge_type
373153.SPD_0858,373153.SPD_0532,mutM,recJ,373153,0.7,0.078,0,0,0.067,0,0,0.68,n,n,N-N
373153.SPD_0859,373153.SPD_0858,coaE,mutM,373153,0.995,0.896,0.882,0,0.114,0,0,0.63,y,n,E-N
373153.SPD_0859,373153.SPD_1766,coaE,coaD,373153,0.974,0.108,0,0,0.068,0,0.9,0.726,y,y,E-E
373153.SPD_0859,373153.SPD_1509,coaE,acpS,373153,0.921,0.043,0,0,0,0.101,0.9,0.199,y,y,E-E
373153.SPD_0859,373153.SPD_0860,coaE,pmrA,373153,0.899,0.896,0,0,0.067,0,0,0,y,n,E-N
373153.SPD_0859,373153.SPD_0855,coaE,ybeY,373153,0.893,0.695,0,0.255,0,0,0,0.568,y,y,E-E
373153.SPD_0859,373153.SPD_0038,coaE,polA,373153,0.86,0.451,0.083,0.254,0.073,0,0,0.662,y,n,E-N
373153.SPD_0859,373153.SPD_0857,coaE,era,373153,0.833,0.791,0,0.182,0,0,0,0.103,y,n,E-N
373153.SPD_0859,373153.SPD_0506,coaE,pheT,373153,0.797,0.394,0,0,0.11,0,0,0.655,y,y,E-E
373153.SPD_0859,373153.SPD_2055,coaE,guaB,373153,0.777,0.368,0,0,0.066,0.111,0,0.626,y,y,E-E
373153.SPD_0859,373153.SPD_0753,coaE,pcp,373153,0.754,0.152,0.722,0,0,0,0,0,y,n,E-N
373153.SPD_0859,373153.SPD_0169,coaE,ribD,373153,0.741,0.084,0,0,0.079,0,0,0.718,y,n,E-N
373153.SPD_1272,373153.SPD_1270,SPD_1272,SPD_1270,373153,0.898,0.571,0,0.774,0,0,0,0,n,n,N-N
373153.SPD_1272,373153.SPD_1268,SPD_1272,SPD_1268,373153,0.877,0.456,0,0.784,0,0,0,0,n,n,N-N
373153.SPD_1272,373153.SPD_1269,SPD_1272,SPD_1269,373153,0.856,0.493,0,0.729,0,0,0,0,n,n,N-N
373153.SPD_1272,373153.SPD_1273,SPD_1272,SPD_1273,373153,0.845,0.845,0,0,0,0,0,0,n,n,N-N
373153.SPD_1272,373153.SPD_2038,SPD_1272,SPD_2038,373153,0.751,0,0,0.751,0,0,0,0,n,n,N-N
373153.SPD_0860,373153.SPD_0858,pmrA,mutM,373153,0.904,0.896,0,0,0,0.108,0,0.045,n,n,N-N
373153.SPD_0860,373153.SPD_0859,pmrA,coaE,373153,0.899,0.896,0,0,0.067,0,0,0,n,y,N-E
373153.SPD_0860,373153.SPD_0857,pmrA,era,373153,0.867,0.687,0,0,0,0,0,0.591,n,n,N-N
373153.SPD_0860,373153.SPD_0855,pmrA,ybeY,373153,0.857,0.656,0,0,0.066,0,0,0.591,n,y,N-E
373153.SPD_0860,373153.SPD_0864,pmrA,tehB,373153,0.749,0.373,0,0,0,0.102,0,0.591,n,n,N-N
170187.SP_0973,170187.SP_1107,rpmG-1,rpmA,170187,0.948,0,0,0,0.614,0.606,0.63,0.19,n,n,N-N
170187.SP_0973,170187.SP_0233,rpmG-1,rpmJ,170187,0.933,0.09,0,0,0.478,0.606,0.63,0.19,n,n,N-N
170187.SP_0973,170187.SP_0294,rpmG-1,rplM,170187,0.929,0.087,0,0,0.463,0.606,0.619,0.19,n,n,N-N
170187.SP_0973,170187.SP_2134,rpmG-1,rpmF,170187,0.927,0.09,0,0,0.432,0.606,0.63,0.19,n,n,N-N
170187.SP_0973,170187.SP_1293,rpmG-1,rplS,170187,0.926,0,0,0,0.455,0.606,0.63,0.18,n,n,N-N
170187.SP_0973,170187.SP_0214,rpmG-1,rplV,170187,0.925,0.087,0,0,0.444,0.606,0.612,0.19,n,n,N-N
170187.SP_0973,170187.SP_1105,rpmG-1,rplU,170187,0.924,0,0,0,0.438,0.606,0.63,0.19,n,n,N-N
170187.SP_0973,170187.SP_0961,rpmG-1,rplT,170187,0.924,0,0,0,0.437,0.606,0.63,0.19,n,n,N-N
170187.SP_0973,170187.SP_0220,rpmG-1,rplX,170187,0.922,0.088,0,0,0.409,0.606,0.617,0.19,n,n,N-N
170187.SP_0973,170187.SP_0237,rpmG-1,rplQ,170187,0.921,0,0,0,0.442,0.606,0.63,0.145,n,n,N-N
170187.SP_0973,170187.SP_0210,rpmG-1,rplD,170187,0.916,0.088,0,0,0.444,0.606,0.565,0.189,n,n,N-N
170187.SP_0973,170187.SP_0212,rpmG-1,rplB,170187,0.913,0.087,0,0,0.39,0.606,0.614,0.136,n,n,N-N
170187.SP_0973,170187.SP_1354,rpmG-1,rplL,170187,0.908,0.09,0,0,0.459,0.555,0.561,0.192,n,n,N-N
170187.SP_0973,170187.SP_0295,rpmG-1,rpsI,170187,0.899,0.087,0,0,0.479,0.606,0,0.526,n,n,N-N
170187.SP_0973,170187.SP_0631,rpmG-1,rplA,170187,0.895,0.09,0,0,0.26,0.606,0.595,0.178,n,n,N-N
170187.SP_0973,170187.SP_0211,rpmG-1,rplW,170187,0.894,0.088,0,0,0.456,0.606,0,0.522,n,n,N-N
170187.SP_0973,170187.SP_0216,rpmG-1,rplP,170187,0.894,0.081,0,0,0.259,0.606,0.59,0.19,n,n,N-N
170187.SP_0973,170187.SP_0209,rpmG-1,rplC,170187,0.89,0.088,0,0,0.218,0.606,0.612,0.149,n,n,N-N
170187.SP_0973,170187.SP_0229,rpmG-1,rplO,170187,0.888,0.058,0,0,0.287,0.606,0.559,0.19,n,n,N-N
170187.SP_0973,170187.SP_0630,rpmG-1,rplK,170187,0.885,0.09,0,0,0.171,0.606,0.619,0.142,n,n,N-N
373153.SPD_0861,373153.SPD_0213,secG,secY,373153,0.999,0,0,0.173,0.07,0.984,0.8,0.733,y,n,E-N
373153.SPD_0861,373153.SPD_1820,secG,secE,373153,0.998,0.084,0,0,0.118,0.978,0.8,0.733,y,n,E-N
373153.SPD_0861,373153.SPD_1512,secG,secA,373153,0.986,0.063,0,0,0.068,0.772,0.8,0.722,y,n,E-N
373153.SPD_0861,373153.SPD_1838,secG,yajC-2,373153,0.952,0.084,0,0.199,0.071,0.111,0.8,0.68,y,n,E-N
373153.SPD_0861,373153.SPD_1101,secG,ftsY,373153,0.948,0.074,0,0,0.068,0.253,0.8,0.665,y,n,E-N
373153.SPD_0861,373153.SPD_1850,secG,SPD_1850,373153,0.916,0,0,0.325,0.077,0.268,0.8,0.226,y,y,E-E
373153.SPD_0861,373153.SPD_1773,secG,yidC,373153,0.909,0,0,0.295,0.077,0.268,0.8,0.193,y,n,E-N
373153.SPD_0861,373153.SPD_1142,secG,ffh,373153,0.903,0.043,0,0,0.071,0,0.8,0.521,y,y,E-E
373153.SPD_0861,373153.SPD_0298,secG,yajC-1,373153,0.853,0.084,0,0,0.071,0.111,0.8,0.183,y,n,E-N
373153.SPD_0861,373153.SPD_1547,secG,rpoZ,373153,0.779,0.158,0,0.74,0.073,0,0,0,y,y,E-E
373153.SPD_0861,373153.SPD_1136,secG,SPD_1136,373153,0.774,0.063,0,0.758,0.084,0,0,0,y,y,E-E
373153.SPD_0861,373153.SPD_0864,secG,tehB,373153,0.756,0.739,0,0,0.066,0,0,0.078,y,n,E-N
373153.SPD_0861,373153.SPD_0978,secG,SPD_0978,373153,0.74,0,0,0.74,0,0,0,0,y,n,E-N
373153.SPD_0861,373153.SPD_1242,secG,SPD_1242,373153,0.73,0,0,0.73,0,0,0,0,y,n,E-N
373153.SPD_0861,373153.SPD_0863,secG,smpB,373153,0.727,0.621,0,0,0,0,0,0.31,y,n,E-N
373153.SPD_0861,373153.SPD_0868,secG,SPD_0868,373153,0.722,0.4,0,0.393,0.066,0.107,0,0.226,y,n,E-N
373153.SPD_0861,373153.SPD_0773,secG,SPD_0773,373153,0.706,0.397,0,0,0,0,0,0.534,y,n,E-N
373153.SPD_0862,373153.SPD_0863,rnr,smpB,373153,0.982,0.896,0.77,0,0,0.128,0,0.254,n,n,N-N
373153.SPD_0862,373153.SPD_0551,rnr,rplA,373153,0.925,0,0,0,0.068,0.118,0.914,0.075,n,y,N-E
373153.SPD_0862,373153.SPD_0211,rnr,rpmD,373153,0.919,0.068,0,0,0.067,0,0.915,0,n,n,N-N
373153.SPD_0862,373153.SPD_0203,rnr,rplN,373153,0.917,0.077,0,0,0.066,0,0.908,0.088,n,y,N-E
373153.SPD_0862,373153.SPD_0209,rnr,rplR,373153,0.913,0.068,0,0,0.069,0,0.908,0,n,y,N-E
373153.SPD_0862,373153.SPD_0201,rnr,rpmC,373153,0.91,0,0,0,0.069,0,0.908,0,n,n,N-N
373153.SPD_0862,373153.SPD_0195,rnr,rplW,373153,0.91,0,0,0,0.07,0,0.908,0,n,n,N-N
373153.SPD_0862,373153.SPD_1188,rnr,rplJ,373153,0.903,0,0,0,0.14,0,0.879,0.145,n,y,N-E
373153.SPD_0862,373153.SPD_0205,rnr,rplE,373153,0.9,0.072,0,0,0.098,0.105,0.879,0.07,n,y,N-E
373153.SPD_0862,373153.SPD_0200,rnr,rplP,373153,0.894,0,0,0,0.07,0.118,0.882,0,n,y,N-E
373153.SPD_0862,373153.SPD_1896,rnr,gltX,373153,0.888,0.064,0,0,0.085,0,0.879,0.055,n,y,N-E
373153.SPD_0862,373153.SPD_0196,rnr,rplB,373153,0.888,0,0,0,0.07,0.12,0.871,0.07,n,y,N-E
373153.SPD_0862,373153.SPD_0198,rnr,rplV,373153,0.886,0,0,0,0.068,0,0.871,0.13,n,n,N-N
373153.SPD_0862,373153.SPD_0204,rnr,rplX,373153,0.882,0.074,0,0,0.066,0.122,0.864,0,n,n,N-N
373153.SPD_0862,373153.SPD_0208,rnr,rplF,373153,0.87,0.069,0,0,0.075,0.168,0.84,0,n,y,N-E
373153.SPD_0862,373153.SPD_0864,rnr,tehB,373153,0.869,0.827,0,0,0.066,0.118,0.185,0,n,n,N-N
373153.SPD_0862,373153.SPD_0274,rnr,rplM,373153,0.863,0.108,0,0,0.068,0.121,0.83,0.074,n,y,N-E
373153.SPD_0862,373153.SPD_0194,rnr,rplD,373153,0.832,0,0,0,0.07,0.209,0.787,0.056,n,y,N-E
373153.SPD_0862,373153.SPD_0193,rnr,rplC,373153,0.822,0,0,0,0.068,0,0.816,0.046,n,n,N-N
373153.SPD_0862,373153.SPD_1574,rnr,SPD_1574,373153,0.796,0.082,0,0,0.067,0.193,0.732,0.069,n,n,N-N
373153.SPD_0863,373153.SPD_0862,smpB,rnr,373153,0.982,0.896,0.77,0,0,0.128,0,0.254,n,n,N-N
373153.SPD_0863,373153.SPD_2042,smpB,rpsB,373153,0.921,0.043,0,0.586,0.074,0.592,0,0.555,n,n,N-N
373153.SPD_0863,373153.SPD_0200,smpB,rplP,373153,0.911,0.044,0,0.472,0.066,0.592,0,0.609,n,y,N-E
373153.SPD_0863,373153.SPD_0199,smpB,rpsC,373153,0.909,0.044,0,0.547,0.067,0.598,0,0.529,n,y,N-E
373153.SPD_0863,373153.SPD_1148,smpB,rplS,373153,0.908,0.158,0,0.459,0.067,0.592,0,0.556,n,n,N-N
373153.SPD_0863,373153.SPD_0196,smpB,rplB,373153,0.874,0.044,0,0.344,0.075,0.592,0,0.553,n,y,N-E
373153.SPD_0863,373153.SPD_0217,smpB,rpsK,373153,0.861,0.105,0,0.249,0.066,0.592,0,0.544,n,y,N-E
373153.SPD_0863,373153.SPD_0038,smpB,polA,373153,0.85,0.367,0,0.254,0,0,0,0.708,n,n,N-N
373153.SPD_0863,373153.SPD_0216,smpB,rpsM,373153,0.85,0.103,0,0.17,0.069,0.592,0,0.552,n,y,N-E
373153.SPD_0863,373153.SPD_0274,smpB,rplM,373153,0.849,0.044,0,0.186,0.066,0.608,0,0.553,n,y,N-E
373153.SPD_0863,373153.SPD_0197,smpB,rpsS,373153,0.847,0.044,0,0.198,0.074,0.592,0,0.556,n,y,N-E
373153.SPD_0863,373153.SPD_0849,smpB,rplT,373153,0.846,0,0,0.197,0.066,0.592,0,0.558,n,y,N-E
373153.SPD_0863,373153.SPD_0991,smpB,rpmA,373153,0.845,0.084,0,0.153,0.066,0.592,0,0.557,n,y,N-E
373153.SPD_0863,373153.SPD_1759,smpB,rpoB,373153,0.844,0,0,0.677,0.074,0,0,0.522,n,n,N-N
373153.SPD_0863,373153.SPD_0864,smpB,tehB,373153,0.841,0.837,0,0,0.066,0,0,0,n,n,N-N
373153.SPD_0863,373153.SPD_1439,smpB,rpsO,373153,0.839,0.058,0,0.463,0.071,0.592,0,0.291,n,n,N-N
373153.SPD_0863,373153.SPD_1368,smpB,rpsR,373153,0.829,0,0,0.51,0,0.592,0,0.215,n,y,N-E
373153.SPD_0863,373153.SPD_0210,smpB,rpsE,373153,0.822,0.047,0,0,0.074,0.592,0,0.564,n,y,N-E
373153.SPD_0863,373153.SPD_0194,smpB,rplD,373153,0.821,0.045,0,0,0.088,0.592,0,0.558,n,y,N-E
373153.SPD_0863,373153.SPD_0218,smpB,rpoA,373153,0.82,0.105,0,0.626,0.074,0,0,0.489,n,n,N-N
373153.SPD_0864,373153.SPD_0862,tehB,rnr,373153,0.869,0.827,0,0,0.066,0.118,0.185,0,n,n,N-N
373153.SPD_0864,373153.SPD_0863,tehB,smpB,373153,0.841,0.837,0,0,0.066,0,0,0,n,n,N-N
373153.SPD_0864,373153.SPD_0855,tehB,ybeY,373153,0.834,0.526,0,0,0,0,0,0.665,n,y,N-E
373153.SPD_0864,373153.SPD_0857,tehB,era,373153,0.785,0.375,0,0,0.093,0,0,0.651,n,n,N-N
373153.SPD_0864,373153.SPD_0861,tehB,secG,373153,0.756,0.739,0,0,0.066,0,0,0.078,n,y,N-E
373153.SPD_0864,373153.SPD_0210,tehB,rpsE,373153,0.751,0.041,0,0,0.076,0.224,0.673,0.065,n,y,N-E
373153.SPD_0864,373153.SPD_0860,tehB,pmrA,373153,0.749,0.373,0,0,0,0.102,0,0.591,n,n,N-N
373153.SPD_0864,373153.SPD_1439,tehB,rpsO,373153,0.729,0.104,0,0,0.12,0.118,0.651,0.056,n,n,N-N
373153.SPD_0864,373153.SPD_1438,tehB,SPD_1438,373153,0.721,0,0,0,0,0,0,0.721,n,n,N-N
373153.SPD_0864,373153.SPD_0199,tehB,rpsC,373153,0.713,0.042,0,0,0.069,0.116,0.665,0.084,n,y,N-E
373153.SPD_0864,373153.SPD_0251,tehB,rpsL,373153,0.704,0,0,0,0.071,0.117,0.66,0.066,n,y,N-E
373153.SPD_0864,373153.SPD_0197,tehB,rpsS,373153,0.701,0.043,0,0,0.07,0.118,0.665,0.041,n,y,N-E
373153.SPD_0865,373153.SPD_1854,coiA,SPD_1854,373153,0.871,0.075,0,0.651,0,0,0,0.634,y,n,E-N
373153.SPD_0865,373153.SPD_0867,coiA,O-methyltransferase,373153,0.862,0.862,0,0,0,0,0,0,y,n,E-N
373153.SPD_0865,373153.SPD_0866,coiA,pepF,373153,0.862,0.862,0,0,0,0,0,0,y,y,E-E
373153.SPD_0865,373153.SPD_1740,coiA,cinA,373153,0.851,0,0,0,0,0,0,0.851,y,n,E-N
373153.SPD_0865,373153.SPD_0868,coiA,SPD_0868,373153,0.835,0.737,0,0.38,0,0,0,0.071,y,n,E-N
373153.SPD_0865,373153.SPD_1862,coiA,cglB,373153,0.793,0,0,0.459,0,0,0,0.634,y,n,E-N
373153.SPD_0865,373153.SPD_1196,coiA,mecA,373153,0.76,0.378,0,0.626,0,0,0,0.055,y,n,E-N
373153.SPD_0865,373153.SPD_0844,coiA,celB,373153,0.747,0.07,0,0.256,0,0,0,0.664,y,n,E-N
373153.SPD_0865,373153.SPD_1122,coiA,SPD_1122,373153,0.734,0.085,0,0,0,0,0,0.722,y,n,E-N
373153.SPD_0865,373153.SPD_0600,coiA,divIB,373153,0.732,0,0,0.732,0,0,0,0,y,n,E-N
373153.SPD_0866,373153.SPD_0867,pepF,O-methyltransferase,373153,0.896,0.896,0,0,0,0,0,0,y,n,E-N
373153.SPD_0866,373153.SPD_0865,pepF,coiA,373153,0.862,0.862,0,0,0,0,0,0,y,y,E-E
373153.SPD_0866,373153.SPD_0868,pepF,SPD_0868,373153,0.794,0.761,0,0.151,0,0,0,0.064,y,n,E-N
373153.SPD_0866,373153.SPD_0970,pepF,map,373153,0.731,0.077,0,0,0,0,0,0.721,y,y,E-E
373153.SPD_0867,373153.SPD_0866,O-methyltransferase,pepF,373153,0.896,0.896,0,0,0,0,0,0,n,y,N-E
373153.SPD_0867,373153.SPD_0865,O-methyltransferase,coiA,373153,0.862,0.862,0,0,0,0,0,0,n,y,N-E
373153.SPD_0867,373153.SPD_0704,O-methyltransferase,SPD_0704,373153,0.782,0.378,0,0.217,0,0,0,0.589,n,n,N-N
373153.SPD_0867,373153.SPD_0868,O-methyltransferase,SPD_0868,373153,0.761,0.761,0,0,0,0,0,0,n,n,N-N
373153.SPD_0868,373153.SPD_0865,SPD_0868,coiA,373153,0.835,0.737,0,0.38,0,0,0,0.071,n,y,N-E
373153.SPD_0868,373153.SPD_0866,SPD_0868,pepF,373153,0.794,0.761,0,0.151,0,0,0,0.064,n,y,N-E
373153.SPD_0868,373153.SPD_1542,SPD_0868,stkP,373153,0.791,0.081,0,0,0,0.142,0.738,0.111,n,y,N-E
373153.SPD_0868,373153.SPD_1179,SPD_0868,SPD_1179,373153,0.768,0.042,0,0,0,0.142,0.738,0.051,n,n,N-N
373153.SPD_0868,373153.SPD_0867,SPD_0868,O-methyltransferase,373153,0.761,0.761,0,0,0,0,0,0,n,n,N-N
373153.SPD_0868,373153.SPD_1463,SPD_0868,SPD_1463,373153,0.731,0,0,0,0,0,0,0.731,n,n,N-N
373153.SPD_0868,373153.SPD_0861,SPD_0868,secG,373153,0.722,0.4,0,0.393,0.066,0.107,0,0.226,n,y,N-E
373153.SPD_0868,373153.SPD_1331,SPD_0868,SPD_1331,373153,0.709,0.066,0,0.632,0,0.204,0,0.064,n,n,N-N
171101.spr0886,171101.spr0885,spr0886,spr0885,171101,0.855,0.847,0,0,0.066,0,0,0.064,n,n,N-N
171101.spr0886,171101.spr0752,spr0886,spr0752,171101,0.801,0,0.133,0.78,0,0,0,0,n,n,N-N
171101.spr0886,171101.spr0495,spr0886,spr0495,171101,0.752,0,0,0.752,0,0,0,0,n,n,N-N
373153.SPD_0870,373153.SPD_0871,SPD_0870,SPD_0871,373153,0.896,0.896,0,0,0,0,0,0,n,n,N-N
373153.SPD_0870,373153.SPD_0872,SPD_0870,SPD_0872,373153,0.896,0.896,0,0,0,0,0,0,n,n,N-N
373153.SPD_0870,373153.SPD_1468,SPD_0870,gpmA,373153,0.722,0.064,0,0.627,0.075,0.133,0,0.163,n,y,N-E
373153.SPD_0871,373153.SPD_0870,SPD_0871,SPD_0870,373153,0.896,0.896,0,0,0,0,0,0,n,n,N-N
373153.SPD_0871,373153.SPD_0872,SPD_0871,SPD_0872,373153,0.896,0.896,0,0,0,0,0,0,n,n,N-N
373153.SPD_0872,373153.SPD_0871,SPD_0872,SPD_0871,373153,0.896,0.896,0,0,0,0,0,0,n,n,N-N
373153.SPD_0872,373153.SPD_0870,SPD_0872,SPD_0870,373153,0.896,0.896,0,0,0,0,0,0,n,n,N-N
373153.SPD_0873,373153.SPD_0878,SPD_0873,SPD_0878,373153,0.855,0.405,0,0.767,0,0,0,0,n,n,N-N
373153.SPD_0873,373153.SPD_0876,SPD_0873,SPD_0876,373153,0.786,0.556,0,0.539,0,0,0,0,n,n,N-N
373153.SPD_0873,373153.SPD_0585,SPD_0873,SPD_0585,373153,0.775,0,0,0.775,0,0,0,0,n,n,N-N
373153.SPD_0873,373153.SPD_1429,SPD_0873,SPD_1429,373153,0.771,0,0,0.758,0,0,0,0.095,n,n,N-N
373153.SPD_0873,373153.SPD_1144,SPD_0873,SPD_1144,373153,0.77,0,0,0.77,0,0,0,0,n,n,N-N
373153.SPD_0873,373153.SPD_0489,SPD_0873,SPD_0489,373153,0.764,0,0,0.764,0,0,0,0,n,n,N-N
373153.SPD_0873,373153.SPD_0010,SPD_0873,SPD_0010,373153,0.751,0,0,0.748,0,0,0,0.056,n,n,N-N
373153.SPD_0873,373153.SPD_0342,SPD_0873,mapZ,373153,0.743,0,0,0.743,0,0,0,0,n,n,N-N
373153.SPD_0873,373153.SPD_1278,SPD_0873,cppA,373153,0.74,0,0,0.74,0,0,0,0.043,n,n,N-N
373153.SPD_0873,373153.SPD_0008,SPD_0873,SPD_0008,373153,0.725,0.05,0,0.723,0,0,0,0,n,n,N-N
373153.SPD_0873,373153.SPD_1522,SPD_0873,SPD_1522,373153,0.724,0,0,0.724,0,0,0,0,n,n,N-N
373153.SPD_0873,373153.SPD_0305,SPD_0873,ftsL,373153,0.722,0,0,0.722,0,0,0,0,n,n,N-N
373153.SPD_0874,373153.SPD_1390,glmU,glmM,373153,0.986,0.098,0,0.497,0.107,0.203,0.9,0.657,y,y,E-E
373153.SPD_0874,373153.SPD_0967,glmU,murA-1,373153,0.976,0.063,0,0.288,0.071,0.101,0.9,0.656,y,y,E-E
373153.SPD_0874,373153.SPD_1764,glmU,murA-2,373153,0.965,0.063,0,0.293,0.071,0.101,0.9,0.49,y,n,E-N
373153.SPD_0874,373153.SPD_0248,glmU,glmS,373153,0.925,0.158,0.048,0.222,0.458,0.259,0,0.757,y,y,E-E
373153.SPD_0874,373153.SPD_0875,glmU,SPD_0875,373153,0.893,0.891,0,0,0.066,0,0,0,y,n,E-N
373153.SPD_0874,373153.SPD_0598,glmU,murD,373153,0.867,0,0,0,0.069,0,0,0.863,y,y,E-E
373153.SPD_0874,373153.SPD_0033,glmU,prsA,373153,0.866,0.378,0.477,0.502,0.142,0,0,0.19,y,n,E-N
373153.SPD_0874,373153.SPD_1349,glmU,murC,373153,0.866,0.262,0,0,0.119,0.101,0,0.798,y,y,E-E
373153.SPD_0874,373153.SPD_0877,glmU,mtnN,373153,0.851,0.851,0,0,0,0,0,0,y,n,E-N
373153.SPD_0874,373153.SPD_1359,glmU,murE,373153,0.819,0.044,0,0,0.068,0,0,0.813,y,y,E-E
373153.SPD_0874,373153.SPD_0876,glmU,SPD_0876,373153,0.818,0.818,0,0,0,0,0,0,y,n,E-N
373153.SPD_0874,373153.SPD_1919,glmU,galU,373153,0.808,0.044,0,0.254,0.08,0.101,0,0.724,y,n,E-N
373153.SPD_0874,373153.SPD_1483,glmU,murF,373153,0.792,0,0,0,0.067,0,0,0.786,y,y,E-E
373153.SPD_0874,373153.SPD_1222,glmU,murB,373153,0.757,0,0,0,0.068,0,0,0.75,y,y,E-E
373153.SPD_0874,373153.SPD_1680,glmU,birA,373153,0.753,0.367,0,0,0,0,0,0.626,y,y,E-E
373153.SPD_0874,373153.SPD_1661,glmU,murI,373153,0.75,0.087,0,0,0,0,0,0.737,y,y,E-E
373153.SPD_0874,373153.SPD_0599,glmU,murG,373153,0.734,0,0,0,0.068,0,0,0.727,y,y,E-E
373153.SPD_0875,373153.SPD_0724,SPD_0875,deoB,373153,0.933,0.364,0,0,0,0,0.9,0,n,n,N-N
373153.SPD_0875,373153.SPD_1326,SPD_0875,pgm,373153,0.914,0.068,0,0,0.066,0.111,0.9,0.064,n,n,N-N
373153.SPD_0875,373153.SPD_0033,SPD_0875,prsA,373153,0.906,0.076,0,0,0.073,0,0.9,0,n,n,N-N
373153.SPD_0875,373153.SPD_0980,SPD_0875,prs2,373153,0.906,0.076,0,0,0.073,0,0.9,0,n,n,N-N
373153.SPD_0875,373153.SPD_0874,SPD_0875,glmU,373153,0.893,0.891,0,0,0.066,0,0,0,n,y,N-E
373153.SPD_0875,373153.SPD_0877,SPD_0875,mtnN,373153,0.856,0.856,0,0,0,0,0,0,n,n,N-N
373153.SPD_0875,373153.SPD_0876,SPD_0875,SPD_0876,373153,0.826,0.826,0,0,0,0,0,0,n,n,N-N
373153.SPD_0875,373153.SPD_0862,SPD_0875,rnr,373153,0.796,0.082,0,0,0.067,0.193,0.732,0.069,n,n,N-N
373153.SPD_0875,373153.SPD_1433,SPD_0875,SPD_1433,373153,0.773,0.044,0,0,0,0.111,0.75,0.058,n,n,N-N
373153.SPD_0875,373153.SPD_2068,SPD_0875,SPD_2068,373153,0.716,0.063,0,0,0.071,0.111,0.665,0.075,n,n,N-N
373153.SPD_0876,373153.SPD_0878,SPD_0876,SPD_0878,373153,0.877,0.584,0,0.716,0,0,0,0,n,n,N-N
373153.SPD_0876,373153.SPD_0875,SPD_0876,SPD_0875,373153,0.826,0.826,0,0,0,0,0,0,n,n,N-N
373153.SPD_0876,373153.SPD_0874,SPD_0876,glmU,373153,0.818,0.818,0,0,0,0,0,0,n,y,N-E
373153.SPD_0876,373153.SPD_0877,SPD_0876,mtnN,373153,0.801,0.801,0,0,0,0,0,0,n,n,N-N
373153.SPD_0876,373153.SPD_0342,SPD_0876,mapZ,373153,0.788,0,0,0.635,0,0,0,0.443,n,n,N-N
373153.SPD_0876,373153.SPD_0873,SPD_0876,SPD_0873,373153,0.786,0.556,0,0.539,0,0,0,0,n,n,N-N
373153.SPD_0876,373153.SPD_1715,SPD_0876,SPD_1715,373153,0.779,0,0,0.779,0,0,0,0,n,n,N-N
373153.SPD_0876,373153.SPD_1350,SPD_0876,SPD_1350,373153,0.779,0,0,0.779,0,0,0,0,n,n,N-N
373153.SPD_0876,373153.SPD_0754,SPD_0876,SPD_0754,373153,0.772,0,0,0.772,0,0,0,0,n,n,N-N
373153.SPD_0876,373153.SPD_1144,SPD_0876,SPD_1144,373153,0.764,0,0,0.764,0,0,0,0,n,n,N-N
373153.SPD_0876,373153.SPD_1278,SPD_0876,cppA,373153,0.764,0,0,0.764,0,0,0,0,n,n,N-N
373153.SPD_0876,373153.SPD_1288,SPD_0876,SPD_1288,373153,0.763,0,0,0.763,0,0,0,0,n,n,N-N
373153.SPD_0876,373153.SPD_0008,SPD_0876,SPD_0008,373153,0.762,0,0,0.762,0,0,0,0,n,n,N-N
373153.SPD_0876,373153.SPD_1429,SPD_0876,SPD_1429,373153,0.752,0,0,0.752,0,0,0,0,n,n,N-N
373153.SPD_0876,373153.SPD_1522,SPD_0876,SPD_1522,373153,0.747,0,0,0.747,0,0,0,0,n,n,N-N
373153.SPD_0876,373153.SPD_0594,SPD_0876,SPD_0594,373153,0.741,0,0,0.741,0,0,0,0,n,n,N-N
373153.SPD_0876,373153.SPD_0369,SPD_0876,SPD_0369,373153,0.738,0,0,0.738,0,0,0,0,n,n,N-N
373153.SPD_0876,373153.SPD_1481,SPD_0876,SPD_1481,373153,0.727,0,0,0.727,0,0,0,0,n,n,N-N
373153.SPD_0876,373153.SPD_1010,SPD_0876,SPD_1010,373153,0.723,0,0,0.723,0,0,0,0,n,n,N-N
373153.SPD_0876,373153.SPD_1015,SPD_0876,rexB,373153,0.718,0,0,0.718,0,0,0,0,n,n,N-N
373153.SPD_0877,373153.SPD_0309,mtnN,luxS,373153,0.994,0.158,0,0.68,0,0,0.9,0.811,n,n,N-N
373153.SPD_0877,373153.SPD_0811,mtnN,speE,373153,0.924,0.131,0,0,0.066,0.101,0.9,0.12,n,n,N-N
373153.SPD_0877,373153.SPD_1190,mtnN,SPD_1190,373153,0.91,0.071,0,0,0,0,0.9,0.111,n,n,N-N
373153.SPD_0877,373153.SPD_0313,mtnN,SPD_0313,373153,0.9,0,0,0,0,0,0.9,0,n,n,N-N
373153.SPD_0877,373153.SPD_0664,mtnN,metK,373153,0.892,0.158,0,0,0,0.107,0,0.868,n,y,N-E
373153.SPD_0877,373153.SPD_0875,mtnN,SPD_0875,373153,0.856,0.856,0,0,0,0,0,0,n,n,N-N
373153.SPD_0877,373153.SPD_0874,mtnN,glmU,373153,0.851,0.851,0,0,0,0,0,0,n,y,N-E
373153.SPD_0877,373153.SPD_1478,mtnN,ylmE,373153,0.801,0.262,0.734,0,0.068,0,0,0,n,y,N-E
